Capability_ID,Domain,Capability,V1_Status,Current_Status,Parity_Result,V1_Evidence,Current_Evidence,Runtime_Evidence,Severity,Launch_Blocker,Recommended_Action,Notes
CAP-060,Identity,DevLogin,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,DevLogin.tsx:68,lib/security/dev-login.ts; lib/integration/device.ts; app/login/page.tsx; app/api/auth/login/route.ts,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-061,Office Integration,Download,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Download.tsx:426,app/api/knowledge/[id]/download/route.ts; src/data/translations.ts; app/auctions/[id]/page.tsx; src/config/office-promo.ts,"Runtime: unauthenticated /api/office/v1/sync=401; pairing, device auth, sync, stream, and retry require a provisioned device.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-062,Properties,Estates,L3_PARTIAL_FLOW,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,Estates.tsx:416,No reliable current equivalent located,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,No reliable equivalent was established; retained as unknown rather than declaring LOST without direct proof.
CAP-063,UX,FreeResources,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,FreeResources.tsx:457,lib/news/rss.ts; lib/mysql-runtime.ts; src/types/sponsor.ts; lib/content-schema.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-064,UX,Home,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Home.tsx:186,src/components/home/HomeFeatured.tsx; src/components/home/HomeNewsBand.tsx; app/page.tsx; lib/i18n/core.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-065,Chat,InboxPage,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,InboxPage.tsx:16,app/dashboard/services/inbox/page.tsx; src/config/sidebar.ts; app/dashboard/page.tsx; lib/services/marketplace.ts,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-066,Office Integration,InvestmentRadar,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,InvestmentRadar.tsx:473,lib/integration/radar.ts; app/api/office/v1/radar/route.ts; app/dashboard/office/radar/page.tsx; lib/integration/db.ts,"Runtime: unauthenticated /api/office/v1/sync=401; pairing, device auth, sync, stream, and retry require a provisioned device.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-067,UX,JoinFounders,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,JoinFounders.tsx:420,lib/cache.ts; lib/i18n/db.ts; src/utils/cn.ts; lib/ads/engine.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-068,Organizations,LandingCorporates,L1_UI_ONLY,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,LandingCorporates.tsx:147,No reliable current equivalent located,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,No reliable equivalent was established; retained as unknown rather than declaring LOST without direct proof.
CAP-069,Organizations,LandingOffices,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,LandingOffices.tsx:202,app/offices/page.tsx; app/api/offices/route.ts; app/offices/[id]/page.tsx; app/api/offices/[id]/route.ts,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-070,Geography,LandingProfessionals,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,LandingProfessionals.tsx:147,app/api/professionals/[id]/route.ts; app/api/docs/route.ts; app/services/page.tsx; app/directory/page.tsx,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-071,Identity,Login,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Login.tsx:117,lib/security/dev-login.ts; app/login/page.tsx; app/api/auth/login/route.ts; app/page.tsx,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-072,UX,MarketHistory,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MarketHistory.tsx:278,lib/services/marketplace.ts; lib/market/market-scope.ts; lib/services/seed-marketplace.ts; lib/services-marketplace-schema.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-073,Chat,Messages,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Messages.tsx:21,lib/db/schemas/messages-schema.ts; src/components/services/ThreadMessages.tsx; app/messages/page.tsx; app/api/messages/route.ts,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-074,Authorization,ModeratorPanel,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ModeratorPanel.tsx:148,src/components/cad/CadExportPanel.tsx; src/components/cad/CadLayersPanel.tsx; app/api/admin/moderators/route.ts; app/page.tsx,Runtime: unauthenticated /api/admin/stats=403 and /api/admin/roles=401; privileged positive path not tested.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-075,UX,MyCompanies,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MyCompanies.tsx:123,app/admin/companies/companies-admin-client.tsx; app/companies/page.tsx; app/api/companies/route.ts; app/companies/[id]/page.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-076,Properties,MyPropertyRequests,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MyPropertyRequests.tsx:189,app/api/property-requests/route.ts; app/api/property-requests/[id]/offers/route.ts; app/dashboard/office/property-requests/page.tsx; app/dashboard/properties/property-requests/page.tsx,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-077,Services,MyServiceDashboard,L4_END_TO_END_WIRED,RUNTIME_CERTIFIED,PRESERVED,MyServiceDashboard.tsx:475,app/dashboard/services/*; app/api/service-dashboard/counts/route.ts; app/api/service-notifications/route.ts,"PASS C.S.1B production 3014: customer/provider job lists, lifecycle actions, reviews and notifications were exercised with isolated authenticated roles.",P1,NO,Retain certification evidence and regression-test.,"Authenticated Services dashboard lifecycle is runtime-proven."
CAP-078,UX,not-found,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,not-found.tsx:26,lib/integration/notifications.ts; src/components/public/cookie-notice.tsx; app/api/service-notifications/route.ts; app/api/office/v1/notifications/route.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-079,Organizations,OfficeDetail,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,OfficeDetail.tsx:254,src/config/office-promo.ts; lib/integration/office-auth.ts; components/office/OfficeCard.tsx; src/components/land/LandDetailClient.tsx,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-080,Organizations,OfficeRequests,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,OfficeRequests.tsx:183,src/components/office/OfficeWorkspaceShell.tsx; app/dashboard/office/property-requests/page.tsx; src/config/office-promo.ts; lib/integration/office-auth.ts,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-081,Organizations,Offices,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Offices.tsx:384,app/offices/page.tsx; app/api/offices/route.ts; app/offices/[id]/page.tsx; app/api/offices/[id]/route.ts,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-082,Services,OtherServices,L3_PARTIAL_FLOW,RUNTIME_CERTIFIED,IMPROVED,OtherServices.tsx:234,app/api/services/listings/*; lib/services/core.ts; lib/services/public-dto.ts,"PASS C.S.1B production 3014: approved provider created an active listing; profession/location filtering and public collection/detail privacy both passed.",P1,NO,Retain certification evidence and regression-test.,"Directory/listing behavior is database-backed and public responses are allowlisted."
CAP-083,Organizations,PartnerDashboard,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,PartnerDashboard.tsx:507,app/admin/dashboard-admin-client.tsx; src/components/services/ServiceDashboardShell.tsx; app/dashboard/page.tsx; app/dashboard/office/page.tsx,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-084,Organizations,PartnerPortal,L1_UI_ONLY,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,PartnerPortal.tsx:117,No reliable current equivalent located,Runtime: /offices=200 and /api/offices=200; authenticated organization lifecycle not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,No reliable equivalent was established; retained as unknown rather than declaring LOST without direct proof.
CAP-085,UX,PaymentReturn,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,PaymentReturn.tsx:95,lib/security/headers.ts; components/alerts/SecurityAlert.tsx; app/page.tsx; lib/cache.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-086,Membership,Pricing,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Pricing.tsx:331,src/content/legal-center.ts; app/providers/apply/page.tsx; lib/market/country-registry.ts; lib/market/currency-registry.ts,No authenticated plan/promo/license lifecycle test performed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-087,Membership,PricingComingSoon,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,PricingComingSoon.tsx:68,src/data/translations.ts; src/components/tools/ToolCard.tsx; src/content/legal-center.ts; app/providers/apply/page.tsx,No authenticated plan/promo/license lifecycle test performed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-088,UX,Privacy,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Privacy.tsx:195,app/privacy/page.tsx; app/register/page.tsx; src/data/translations.ts; src/content/legal-center.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-089,Identity,Profile,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Profile.tsx:960,lib/amrs/profiles.ts; lib/amrs/workspace-profile-api.ts; lib/amrs/contracts/profile-strength.ts; src/components/public/organization-profile-page.tsx,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-090,Identity,ProfilePage,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ProfilePage.tsx:197,lib/amrs/profiles.ts; lib/amrs/workspace-profile-api.ts; lib/amrs/contracts/profile-strength.ts; src/components/public/organization-profile-page.tsx,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-091,Identity,ProjectVerify,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ProjectVerify.tsx:235,lib/land/storage/project-storage.ts; app/verify-otp/page.tsx; app/verify-email/page.tsx; app/api/auth/verify/route.ts,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-092,Properties,Properties,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Properties.tsx:1732,hooks/useProperties.ts; lib/properties-format.ts; lib/properties-schema.ts; src/data/demo-properties.ts,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-093,Properties,PropertyDetail,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,PropertyDetail.tsx:770,hooks/useProperty.ts; lib/validators/property-validators.ts; components/properties/PropertyCard.tsx; components/properties/PropertyForm.tsx,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-094,Identity,Register,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Register.tsx:812,app/register/page.tsx; app/api/auth/register/route.ts; app/page.tsx; src/types/site.ts,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-095,Identity,ResetPassword,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ResetPassword.tsx:122,app/reset-password/page.tsx; app/api/auth/reset-password/route.ts; lib/auth/password.ts; src/components/ui/PasswordInput.tsx,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-096,Services,ServiceDetail,L3_PARTIAL_FLOW,RUNTIME_CERTIFIED,IMPROVED,ServiceDetail.tsx:182,app/providers/[id]/page.tsx; app/api/service-providers/[id]/route.ts; app/service-bookings/new/page.tsx,"PASS C.S.1B browser 3014: approved profile rendered booking/RFQ choices, rating and service price; private provider contact/coordinates were absent from public JSON.",P1,NO,Retain certification evidence and regression-test.,"Current detail UI is connected to safe canonical data and both service paths."
CAP-097,Services,ServiceHub,L4_END_TO_END_WIRED,RUNTIME_CERTIFIED,IMPROVED,ServiceHub.tsx:2530,app/services/page.tsx; app/providers/*; app/service-bookings/*; app/service-requests/*; app/dashboard/services/*,"PASS C.S.1B production 3014: provider approval/search/visibility, Direct Booking, RFQ, jobs, completion, reviews and notifications all passed end to end.",P1,NO,Retain certification evidence and regression-test.,"The current hub is fully connected and adds privacy DTOs, role isolation and price snapshots."
CAP-098,Services,ServiceHubPage,V1_STUB,RUNTIME_CERTIFIED,IMPROVED,ServiceHubPage.tsx — empty 0-byte file,app/services/page.tsx; app/providers/page.tsx; app/services/catalog/*,"PASS C.S.1B browser and production runtime 3014 rendered the marketplace, provider directory, booking/RFQ choices and complete service data with zero browser console errors.",P4,NO,Retain certification evidence and regression-test.,"The current product replaces the V1 zero-byte stub with a working marketplace surface."
CAP-099,UX,Software,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Software.tsx:175,src/data/translations.ts; app/knowledge/new/page.tsx; src/constants/advertising.ts; src/content/public-destinations.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-100,Properties,SubmitProperty,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,SubmitProperty.tsx:552,components/properties/PropertyForm.tsx; components/properties/PropertyFormWithOffers.tsx; hooks/useProperty.ts; lib/validators/property-validators.ts,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-101,UX,Subscribe,L4_END_TO_END_WIRED,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,Subscribe.tsx:774,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,No reliable equivalent was established; retained as unknown rather than declaring LOST without direct proof.
CAP-102,Services,SupplierDetail,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,SupplierDetail.tsx:129,src/components/land/LandDetailClient.tsx; app/admin/advertisers/_components/AdvertiserDetailView.tsx; lib/db/schema.ts; app/api/geo/route.ts,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-103,Services,Suppliers,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Suppliers.tsx:230,src/content/legal-center.ts,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-104,Chat,TechnicianInbox,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,TechnicianInbox.tsx:745,app/dashboard/services/inbox/page.tsx; src/config/sidebar.ts; app/dashboard/page.tsx; lib/services/marketplace.ts,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-105,UX,TechnicianSettings,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,TechnicianSettings.tsx:319,app/admin/settings-admin-client.tsx; app/admin/settings/page.tsx; app/api/service-marketplace-settings/route.ts; app/services/page.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-106,Services,TenderCreate,L4_END_TO_END_WIRED,RUNTIME_CERTIFIED,PRESERVED,TenderCreate.tsx:134,app/service-requests/new/page.tsx; app/api/service-requests/route.ts; app/api/service-requests/[id]/publish/route.ts,"PASS C.S.1B production 3014: authenticated Customer A created and published an isolated RFQ with location, budget and currency.",P1,NO,Retain certification evidence and regression-test.,"RFQ creation and publication are runtime-proven."
CAP-107,Services,TenderDetail,L4_END_TO_END_WIRED,RUNTIME_CERTIFIED,PRESERVED,TenderDetail.tsx:318,app/service-requests/[id]/page.tsx; app/api/service-requests/[id]/route.ts; app/api/service-offers/*,"PASS C.S.1B production 3014: owning customer published/matched/selected the offer; Customer B was denied acceptance; resulting order completed.",P1,NO,Retain certification evidence and regression-test.,"Participant-separated RFQ detail and award flow are runtime-proven."
CAP-108,Services,Tenders,L3_PARTIAL_FLOW,RUNTIME_CERTIFIED,IMPROVED,Tenders.tsx:183,app/service-requests/*; app/dashboard/services/my-requests/*; app/dashboard/services/matched-requests/*,"PASS C.S.1B production 3014: canonical RFQ request/matching/offer/award/order/review lifecycle passed without synthetic Direct Booking rows.",P1,NO,Retain certification evidence and regression-test.,"Competitive RFQ lifecycle is now established and exceeds the V1 partial-flow evidence."
CAP-109,UX,Terms,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Terms.tsx:160,app/terms/page.tsx; app/api/auctions/[id]/terms/route.ts; app/register/page.tsx; lib/auctions/policy.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-110,Tools,Tools,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,Tools.tsx:2034,src/data/toolsData.ts; src/components/tools/ToolsGate.tsx; src/components/tools/ToolSelectInput.tsx; src/components/tools/ToolsEmptyState.tsx,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-111,Services,UpgradeToArtisan,L3_PARTIAL_FLOW,RUNTIME_CERTIFIED,IMPROVED,UpgradeToArtisan.tsx:164,app/providers/apply/page.tsx; app/api/service-providers/*; lib/services/identity.ts,"PASS C.S.1B production 3014: two base users created provider profiles/categories, submitted applications, were approved by Moderator and gained provider capabilities dynamically.",P1,NO,Retain certification evidence and regression-test.,"Provider onboarding/approval and capability elevation are fully runtime-proven."
CAP-112,Services,VehicleServices,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,VehicleServices.tsx:1192,lib/services-schema.ts; src/lib/services-client.ts; lib/db/schemas/vehicle-schema.ts; lib/db/schemas/services-schema.ts,"Runtime: /services=200, /api/services/categories=200, /api/service-categories=200, /api/service-providers=200; lifecycle mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-113,Notifications,VerifyEmail,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,VerifyEmail.tsx:76,lib/email.ts; app/verify-email/page.tsx; app/api/auth/verify-email/route.ts; app/api/auth/verify-email/resend/route.ts,Service notification routes exist; no authenticated delivery/read/bulk-read runtime test performed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-114,Office Integration,VerifyLicense,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,VerifyLicense.tsx:150,app/verify-otp/page.tsx; app/verify-email/page.tsx; app/api/auth/verify/route.ts; app/api/auth/verify-otp/route.ts,"Runtime: unauthenticated /api/office/v1/sync=401; pairing, device auth, sync, stream, and retry require a provisioned device.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-115,UX,WriteBlog,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,WriteBlog.tsx:139,src/data/translations.ts; lib/audit/audit.service.ts; src/lib/tools/points-to-dxf.ts; lib/services/currency-policy.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-116,Admin,AdminMarketers,L4_END_TO_END_WIRED,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,marketer/AdminMarketers.tsx:287,No reliable current equivalent located,Runtime: admin endpoints reject unauthenticated requests; no authorized admin session was available.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,No reliable equivalent was established; retained as unknown rather than declaring LOST without direct proof.
CAP-117,Ads,AdvertiserContracts,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,marketer/AdvertiserContracts.tsx:120,lib/geo/contracts.ts; lib/land/contracts.ts; lib/news/contracts.ts; src/types/advertiser.ts,Runtime: POST /api/ads/match with global_header/home/SA returned 200 and a matched creative; legacy GET /api/advertising/match returned 500.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
